Age;Gender;MaritalStatus;ChildrenNumber;HasChildren;CountryCitizen;CountryLive;IsEthnicMinority;LanguageAtHome;EmploymentField;Income;IsUnderEmployed;SchoolDegree;SchoolMajor;HoursLearning;MoneyForLearning;MonthsProgramming
25;male;NA;NA;NA;Poland;Poland;0;Polish;software development and IT;NA;1;master's degree (non-professional);Computer Science;10;260;60
18;male;NA;NA;NA;Ukraine;Ukraine;0;Russian;sales;NA;1;NA;NA;50;0;1
25;male;NA;NA;NA;South Africa;South Africa;1;English;software development and IT;NA;1;master's degree (non-professional);Computer Science;15;0;12
50;male;married or domestic partnership;2;1;India;Kuwait;1;Malayalam;architecture or physical engineering;NA;0;bachelor's degree;Architecture;1;50;12
16;male;NA;NA;NA;South Africa;South Africa;0;English;software development and IT;NA;0;some high school;NA;40;0;5
22;male;NA;NA;NA;Hungary;Hungary;0;Hungarian;software development and IT;NA;0;high school diploma or equivalent (GED);NA;40;25;9
24;female;NA;NA;NA;Ukraine;Ukraine;0;Russian;software development and IT;NA;0;master's degree (non-professional);International Relations;3;50;21
23;male;NA;NA;NA;Ukraine;Ukraine;1;Russian;software development and IT;NA;0;master's degree (non-professional);Air Traffic Controller;6;5000;24
28;male;NA;NA;NA;India;Canada;0;Telugu;food and beverage;NA;1;bachelor's degree;Computer Science;1;0;100
21;male;NA;NA;NA;India;India;1;English;software development and IT;NA;1;bachelor's degree;Computer Science;100;200;24
23;female;NA;NA;NA;Turkey;Turkey;1;Turkish;software development and IT;NA;NA;bachelor's degree;Computer Programming;8;0;6
23;male;NA;NA;NA;Kenya;Kenya;1;Oromo;education;NA;0;some college credit- no degree;NA;50;0;6
22;male;NA;NA;NA;India;India;0;Hindi;software development and IT;NA;0;professional degree (MBA- MD- JD- etc.);Communications;20;500;12
21;female;NA;NA;NA;United States of America;United States of America;1;English;education;NA;1;some college credit- no degree;NA;4;175;5
28;male;NA;NA;NA;United States of America;United States of America;1;English;software development and IT;NA;0;associate's degree;Information Technology;15;100;12
25;male;NA;NA;NA;Indonesia;Indonesia;0;Malay Bhasa Indonesia;arts- entertainment- sports- or media;NA;1;bachelor's degree;Civil Engineering;2;0;1
30;male;NA;NA;NA;Czech Republic;Czech Republic;0;Czech;arts- entertainment- sports- or media;NA;0;master's degree (non-professional);Public Relations;8;0;36
27;male;NA;NA;NA;Poland;Poland;0;Polish;software development and IT;NA;1;master's degree (non-professional);Law;25;20;5
31;male;married or domestic partnership;1;1;Brazil;Brazil;0;Portuguese;software development and IT;NA;1;associate's degree;Computer Programming;8;0;48
40;male;NA;NA;NA;Israel;Colombia;1;Spanish;Trading;NA;0;master's degree (non-professional);Physics;10;600;36
28;male;NA;NA;NA;India;United States of America;1;Hindi;software development and IT;NA;1;master's degree (non-professional);Computer Science;8;1000;36
36;male;married or domestic partnership;1;1;Lithuania;Lithuania;0;English;office and administrative support;NA;1;professional degree (MBA- MD- JD- etc.);Information Technology;5;0;48
33;male;NA;NA;NA;Serbia;Serbia;0;Serbo-Croatian;NGO's;NA;0;high school diploma or equivalent (GED);NA;7;50;6
29;male;NA;NA;NA;Canada;Canada;0;English;software development and IT;NA;1;high school diploma or equivalent (GED);NA;30;350;12
18;female;NA;NA;NA;Ukraine;Canada;0;Russian;software development and IT;NA;0;high school diploma or equivalent (GED);NA;10;0;24
23;agender;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;NA;0;some college credit- no degree;NA;10;3000;72
14;male;NA;NA;NA;United States of America;United States of America;0;English;Soccer Ref;NA;1;some high school;NA;3;500;13
21;male;NA;NA;NA;United States of America;United States of America;1;English;education;NA;0;high school diploma or equivalent (GED);NA;10;0;8
51;female;NA;NA;NA;United States of America;Greece;0;English;software development and IT;NA;0;professional degree (MBA- MD- JD- etc.);Information Systems;20;700;16
55;male;NA;NA;NA;United States of America;United States of America;1;English;sales;NA;1;master's degree (non-professional);Biology;25;100;10
26;male;NA;NA;NA;United States of America;United States of America;0;English;Hospitality (Airbnb);NA;0;bachelor's degree;Finance;30;0;3
23;female;NA;NA;NA;Ukraine;Poland;0;Ukrainian;software development and IT;NA;0;master's degree (non-professional);Geology;20;0;7
35;male;married or domestic partnership;3;1;France;France;0;French;software development and IT;NA;0;professional degree (MBA- MD- JD- etc.);Computer Networking;7;200;260
20;male;NA;NA;NA;Slovakia;Slovakia;0;Slovene;software development and IT;NA;0;high school diploma or equivalent (GED);NA;20;300;12
24;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;NA;1;associate's degree;English;30;0;36
30;male;NA;NA;NA;Russia;United States of America;0;English;food and beverage;NA;1;bachelor's degree;Advertising and Marketing;10;200;3
21;male;NA;NA;NA;India;India;0;Malayalam;software development and IT;NA;0;bachelor's degree;Biomedical Engineering;NA;0;12
27;male;married or domestic partnership;NA;0;Slovenia;Slovenia;0;Slovene;software development and IT;NA;0;some college credit- no degree;NA;16;200;3
21;female;NA;NA;NA;Canada;Canada;0;English;software development and IT;NA;0;high school diploma or equivalent (GED);NA;100;0;48
20;male;NA;NA;NA;India;India;1;Marathi;software development and IT;NA;1;high school diploma or equivalent (GED);NA;28;0;20
22;male;NA;NA;NA;United States of America;United States of America;1;Vietnamese;food and beverage;NA;1;some college credit- no degree;NA;3;0;1
42;male;married or domestic partnership;2;1;Ireland;Germany;0;English;software development and IT;NA;0;master's degree (non-professional);Mechanical Engineering;30;1000;300
14;male;NA;NA;NA;Mexico;Mexico;0;Spanish;software development and IT;NA;0;no high school (secondary school);NA;14;0;24
22;male;NA;NA;NA;United States of America;United States of America;1;English;arts- entertainment- sports- or media;NA;0;high school diploma or equivalent (GED);NA;25;700;3
40;female;married or domestic partnership;3;1;United States of America;United States of America;0;English;website design and development;NA;0;bachelor's degree;Sociology;5;4000;72
19;male;NA;NA;NA;Canada;Canada;1;English;finance;NA;0;high school diploma or equivalent (GED);NA;40;100;18
25;male;NA;NA;NA;United Kingdom;United Kingdom;0;English;NA;NA;0;bachelor's degree;Geography;NA;40;NA
32;male;NA;NA;NA;United States of America;United States of America;0;English;arts- entertainment- sports- or media;NA;0;associate's degree;Electrical Engineering;40;2000;24
25;male;NA;NA;NA;Indonesia;Indonesia;0;Javanese;software development and IT;NA;0;some college credit- no degree;NA;21;0;120
23;male;NA;NA;NA;India;India;0;Marathi;finance;NA;0;bachelor's degree;Information Technology;NA;1;1
36;male;NA;NA;NA;Canada;Canada;0;English;software development and IT;NA;0;bachelor's degree;Computer Science;NA;0;NA
26;male;NA;NA;NA;Taiwan;Taiwan;0;Mandarin Chinese;software development and IT;NA;0;bachelor's degree;Philosophy;8;1500;48
17;male;NA;NA;NA;United Kingdom;United Kingdom;1;English;software development and IT;NA;0;high school diploma or equivalent (GED);NA;40;0;48
20;male;NA;NA;NA;Turkey;Turkey;0;Turkish;software development and IT;NA;0;bachelor's degree;Computer Science;10;5;20
14;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;NA;0;no high school (secondary school);NA;10;0;8
21;male;NA;NA;NA;India;India;0;Telugu;software development and IT;NA;0;bachelor's degree;Industrial Engineering;30;0;6
28;female;NA;NA;NA;Indonesia;Indonesia;0;Malay Bhasa Indonesia;software development and IT;NA;1;some high school;NA;4;NA;84
46;male;NA;NA;NA;Australia;Australia;0;English;education;NA;0;trade- technical- or vocational training;NA;2;0;2
48;male;married or domestic partnership;2;1;India;India;0;Tamil;software development and IT;NA;0;bachelor's degree;Computer Programming;20;0;200
23;female;NA;NA;NA;United States of America;United States of America;0;English;sales;NA;1;bachelor's degree;Counseling Psychology;25;5000;8
23;male;NA;NA;NA;India;India;0;Hindi;software development and IT;NA;0;bachelor's degree;Electrical Engineering;6;36;6
22;male;NA;NA;NA;Indonesia;Indonesia;0;Indonesian;software development and IT;NA;1;bachelor's degree;Software Engineering;7;200;2
31;male;single- never married;NA;0;India;India;0;Hindi;software development and IT;NA;1;bachelor's degree;Electrical Engineering;10;0;4
31;male;NA;NA;NA;Netherlands;Netherlands;0;German;sales;NA;1;bachelor's degree;Business Administration;NA;200;24
32;female;NA;NA;NA;Canada;Hungary;0;French;software development and IT;NA;0;bachelor's degree;Mechanical Engineering;30;500;12
27;male;NA;NA;NA;France;France;0;French;education;NA;0;professional degree (MBA- MD- JD- etc.);Agriculture;10;0;6
26;male;single- never married;NA;0;Netherlands;Belgium;0;Dutch;software development and IT;NA;0;some college credit- no degree;NA;4;0;18
22;male;NA;NA;NA;India;India;0;Marathi;transportation;NA;0;bachelor's degree;Information Technology;5;0;6
21;male;single- never married;NA;0;India;India;1;Hindi;software development and IT;NA;1;bachelor's degree;Computer Science;25;200;2
25;male;NA;NA;NA;Singapore;Singapore;0;Mandarin Chinese;software development and IT;NA;1;bachelor's degree;Computer Science;8;0;24
22;male;NA;NA;NA;India;India;0;Assamese;software development and IT;NA;1;bachelor's degree;Electrical Engineering;25;0;23
46;male;married or domestic partnership;NA;0;Netherlands;Netherlands;0;Dutch;software development and IT;NA;0;professional degree (MBA- MD- JD- etc.);Computer Science;8;0;360
25;female;NA;NA;NA;Slovakia;Czech Republic;0;Slovak;software development and IT;NA;0;professional degree (MBA- MD- JD- etc.);Economics;20;0;9
30;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;NA;0;high school diploma or equivalent (GED);NA;20;100;36
23;male;NA;NA;NA;India;India;0;Tamil;defence;NA;0;bachelor's degree;Electrical Engineering;0;0;12
17;female;NA;NA;NA;United States of America;United States of America;1;Abkhazian;architecture or physical engineering;NA;NA;some high school;NA;5;500;4
62;male;married or domestic partnership;2;1;United States of America;United States of America;0;English;arts- entertainment- sports- or media;NA;1;professional degree (MBA- MD- JD- etc.);Business Administration;3;200;36
26;male;NA;NA;NA;United States of America;United States of America;1;Punjabi;sales;NA;0;bachelor's degree;Kinesiology And Exercise Science;4;100;1
33;male;NA;NA;NA;India;United States of America;0;Marathi;health care;NA;0;master's degree (non-professional);Chemistry;3;0;1
21;male;single- never married;NA;0;Vietnam;Vietnam;1;Vietnamese;software development and IT;NA;0;high school diploma or equivalent (GED);NA;4;200;3
23;male;NA;NA;NA;Switzerland;Switzerland;1;French;finance;NA;0;master's degree (non-professional);Finance;10;50;6
24;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;NA;0;bachelor's degree;Biomedical Science;7;50;4
26;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;NA;1;bachelor's degree;Business Administration;3;0;1
21;male;NA;NA;NA;Italy;Italy;1;Spanish;software development and IT;NA;1;some college credit- no degree;NA;2;0;36
25;male;NA;NA;NA;Argentina;Argentina;0;Spanish;software development and IT;NA;0;high school diploma or equivalent (GED);NA;14;0;12
16;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;NA;0;some high school;NA;10;200;24
18;female;NA;NA;NA;Ukraine;Canada;0;Russian;software development and IT;NA;0;some college credit- no degree;NA;15;5;24
61;male;NA;NA;NA;United States of America;United States of America;0;English;sales;NA;1;trade- technical- or vocational training;NA;2;0;1
38;female;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;NA;0;master's degree (non-professional);English;40;20000;12
19;male;NA;NA;NA;India;United States of America;1;English;software development and IT;NA;1;some college credit- no degree;NA;5;30;54
21;male;NA;NA;NA;New Zealand;New Zealand;0;English;software development and IT;NA;0;bachelor's degree;Computer Systems Analysis;15;250;24
39;male;married or domestic partnership;NA;0;Philippines;Philippines;0;Tagalog;software development and IT;NA;0;bachelor's degree;Computer Science;3;24;6
42;male;married or domestic partnership;NA;0;Spain;Spain;0;Spanish;health care;NA;0;Ph.D.;Neuroscience;30;100;4
30;male;NA;NA;NA;United Kingdom;United Kingdom;0;English;finance;NA;0;bachelor's degree;Economics;5;0;36
21;male;NA;NA;NA;Russia;Russia;0;Russian;software development and IT;NA;0;high school diploma or equivalent (GED);NA;15;50;48
16;male;NA;NA;NA;United States of America;United States of America;1;English;food and beverage;NA;0;NA;NA;6;0;2
19;male;NA;NA;NA;Italy;United Kingdom;0;Italian;software development and IT;NA;0;some college credit- no degree;NA;20;200;60
12;male;NA;NA;NA;India;United Kingdom;0;Hindi;software development and IT;NA;0;no high school (secondary school);NA;42;50;11
21;male;NA;NA;NA;India;India;0;English;NA;NA;0;bachelor's degree;Textile and Plastics Engineering;20;300;36
37;male;NA;NA;NA;United States of America;United States of America;1;English;software development and IT;NA;0;master's degree (non-professional);Engineering;35;150;11
17;female;NA;NA;NA;United States of America;United States of America;1;English;software development and IT;NA;0;some high school;NA;2;0;30
16;male;NA;NA;NA;Germany;Germany;0;German;software development and IT;NA;0;some high school;NA;NA;1000;4
37;male;single- never married;1;1;Canada;Canada;0;English;sales;NA;0;high school diploma or equivalent (GED);NA;NA;4;5
25;male;NA;NA;NA;India;India;0;Konkani;software development and IT;NA;1;bachelor's degree;Civil Engineering;20;100;18
27;male;NA;NA;NA;United States of America;United States of America;0;English;sales;NA;0;bachelor's degree;NA;24;200;2
27;male;NA;NA;NA;Germany;Germany;0;German;software development and IT;NA;0;some college credit- no degree;NA;18;200;24
22;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;NA;0;some college credit- no degree;NA;40;50;10
31;male;single- never married;NA;0;United Kingdom;United Kingdom;1;English;food and beverage;NA;1;bachelor's degree;Cinematography And Film;8;450;10
34;male;NA;NA;NA;Argentina;Argentina;0;Spanish;software development and IT;NA;0;some college credit- no degree;NA;40;0;36
19;male;NA;NA;NA;India;India;0;Bengali;software development and IT;NA;0;high school diploma or equivalent (GED);NA;4;0;24
41;female;married or domestic partnership;2;1;United States of America;United States of America;0;English;arts- entertainment- sports- or media;NA;0;bachelor's degree;English;8;30;3
35;male;NA;NA;NA;Brazil;Brazil;0;Portuguese;architecture or physical engineering;NA;0;some college credit- no degree;NA;40;250;4
23;male;single- never married;NA;0;India;India;0;Hindi;software development and IT;NA;0;bachelor's degree;Computer Science;15;NA;22
40;male;married or domestic partnership;3;1;United States of America;United States of America;1;English;software development and IT;NA;1;bachelor's degree;Religious Studies;29;0;4
21;male;NA;NA;NA;India;India;0;Hindi;software development and IT;NA;0;bachelor's degree;Information Technology;40;0;24
44;male;NA;NA;NA;United States of America;United States of America;0;English;health care;NA;1;some college credit- no degree;NA;40;200;1
27;male;NA;NA;NA;United States of America;United States of America;0;English;software development and IT;NA;0;bachelor's degree;Mechanical Engineering;30;500;6
30;male;NA;NA;NA;United Kingdom;United Kingdom;0;English;software development and IT;NA;0;bachelor's degree;Economics;3;10000;6
21;male;NA;NA;NA;Italy;United Kingdom;0;Italian;food and beverage;NA;0;no high school (secondary school);NA;5;0;3
40;male;NA;NA;NA;Russia;Russia;0;Russian;software development and IT;NA;1;professional degree (MBA- MD- JD- etc.);Economics;40;0;12
51;male;married or domestic partnership;2;1;United States of America;United States of America;0;Serbian;software development and IT;NA;0;some college credit- no degree;NA;20;3000;120
72;male;NA;NA;NA;United States of America;United States of America;0;English;finance;NA;0;some college credit- no degree;NA;12;3000;600
21;male;NA;NA;NA;India;India;0;Hindi;software development and IT;NA;0;bachelor's degree;Computer Software Engineering;12;0;40
20;male;NA;NA;NA;Israel;Israel;0;Hebrew;software development and IT;NA;0;high school diploma or equivalent (GED);NA;10;0;6
23;male;NA;NA;NA;Canada;Canada;1;Gujarati;software development and IT;NA;0;bachelor's degree;Engineering;5;0;36
19;female;NA;NA;NA;United States of America;United States of America;0;English;sales;NA;1;some college credit- no degree;NA;7;0;1
24;male;NA;NA;NA;United States of America;United States of America;0;English;education;NA;1;master's degree (non-professional);Philosophy;10;20;3
38;male;NA;NA;NA;Philippines;Philippines;0;English;finance;NA;0;bachelor's degree;Marketing;10;0;2
18;male;NA;NA;NA;Australia;Australia;0;English;food and beverage;NA;0;high school diploma or equivalent (GED);NA;5;0;1
30;male;NA;NA;NA;United States of America;United States of America;0;English;arts- entertainment- sports- or media;NA;0;bachelor's degree;Industrial Design;10;0;24
